date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
11.2010,w,TUR,95,23.02.1992,46.25,0,74,74,70,73,2,169,1,OKUR Saziye,87,1,95,92,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,ROU,93,21.09.1994,47.75,1,75,75,70,74,1,168,2,ANDRIES Elena Ramona,88,2,*95,93,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,RUS,83,05.10.1995,48.00,2,69,*71,66,69,3,152,3,MAKSIMOVA Kseniia,80,3,*86,83,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,TUR,80,25.02.1991,47.25,3,64,64,*64,*64,4,144,4,BILGIC Huriye,76,4,80,*80,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,FRA,79,30.05.1992,47.90,4,63,63,61,*63,7,142,5,BONNAMANT Melanie Isabelle,76,5,*82,79,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,ESP,76,10.12.1994,47.35,5,63,*66,60,63,6,139,6,HERNANDEZ MARTIN Atenery,73,6,*78,76,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,FRA,69,10.08.1990,44.85,6,56,56,52,54,8,125,7,BAILLET Florence,69,7,*72,*72,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,GRE,60,30.03.1993,46.85,7,50,*53,47,50,9,110,8,MAVROMMATI Maria,60,8,*64,*64,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,LTU,---,03.07.1991,47.80,8,64,*66,62,64,5,0,---,STEPANOVA Aleksandra,*77,---,*77,*77,48,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,TUR,105,16.12.1992,52.55,9,78,*80,75,78,3,183,1,COBAN BASOL Aysegul,100,1,*109,105,53,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,RUS,94,11.02.1990,52.90,10,83,83,79,81,1,177,3,GURTAEVA Anastasiya,90,2,*96,94,53,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,RUS,93,30.11.1991,52.60,11,80,80,*78,78,2,173,4,SOBOL Kristina,90,3,*95,93,53,EUROPEAN JUNIOR CHAMPIONSHIPS
11.2010,w,ROU,91,27.04.1996,52.95,12,77,*79,73,77,4,168,5,MOLIE Madalina-Bianca,91,4,*97,*97,53,EUROPEAN JUNIOR CHAMPIONSHIPS
