date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
11.2012,w,TUN,55,26.11.1999,43.70,0,45,45,35,*45,1,100,1,SAFA Messigh,45,1,*60,55,44,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,EGY,80,03.07.1996,46.60,1,62,62,55,960,1,142,1,AHMED Heba Saleh Mahmoud,76,1,*85,80,48,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,TUN,71,05.05.1998,47.70,2,61,*63,56,61,2,132,2,LANDOULSI Nouha,71,2,---,*77,48,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,MAR,70,28.08.1995,46.50,3,52,52,45,50,3,122,3,SIBAR Sara,65,3,*72,70,48,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,TUN,101,06.04.1997,49.50,4,84,84,70,80,1,185,1,KRAYDI Faouzi,95,1,*104,101,50,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,RSA,78,02.11.1995,48.60,5,62,*65,58,62,2,140,2,ISRAEL Denver,75,2,78,*78,50,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,LBA,76,22.03.1997,49.50,6,55,*63,55,*62,3,131,3,SHALABI Ehsan Ali Elhadi,70,3,*78,76,50,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,TUN,---,17.02.1997,49.80,7,---,*66,*66,*66,---,0,---,RAMZI Marzouki,---,---,---,---,50,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,EGY,100,27.06.1995,50.80,8,77,77,70,75,1,177,1,IBRAHIM Basma Emad Gouda Mohamed,90,1,*103,100,53,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,TUN,120,28.04.1995,55.70,9,100,100,*90,90,1,220,1,MAROUEN Watreni,120,1,*128,*128,56,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,m,LBA,70,21.11.1997,53.70,10,60,---,50,60,2,130,2,ELRASHED Muad Joma,60,2,---,70,56,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,EGY,90,23.07.1995,55.20,11,73,73,65,70,1,163,1,ABDALLA Zeinab Khaled Mohamed,85,1,*97,90,58,AFRICAN YOUTH CHAMPIONSHIPS
11.2012,w,TUN,73,29.07.1995,53.30,12,60,60,53,58,2,133,2,NIHED Ben Malek,73,2,*77,*77,58,AFRICAN YOUTH CHAMPIONSHIPS
